Batch,Oven,Shelf,Item_ID,Recipe,p_i,r_i,delta_t,X_Start,Y_Start,Width,Length
2,1.0,4.0,107.0,2.0,79.03,8.23,60.0,169.0,347.0,19.0,91.0
2,1.0,4.0,168.0,2.0,90.19,10.87,30.0,244.0,358.0,24.0,59.0
2,1.0,4.0,100.0,2.0,72.26,7.43,45.0,188.0,347.0,18.0,71.0
2,1.0,4.0,162.0,2.0,77.96,9.48,60.0,268.0,358.0,20.0,60.0
2,1.0,4.0,76.0,2.0,91.38,8.02,45.0,244.0,417.0,17.0,59.0
2,1.0,4.0,82.0,2.0,90.99,8.01,30.0,188.0,418.0,19.0,55.0
2,1.0,4.0,52.0,2.0,78.76,9.46,30.0,272.0,300.0,16.0,54.0
2,1.0,4.0,73.0,2.0,97.39,8.66,30.0,111.0,362.0,14.0,53.0
2,1.0,4.0,85.0,2.0,84.97,8.7,30.0,268.0,418.0,18.0,41.0
2,1.0,4.0,175.0,2.0,90.26,9.39,30.0,210.0,421.0,21.0,37.0
2,1.0,4.0,60.0,2.0,78.61,9.41,30.0,169.0,438.0,17.0,29.0
2,1.0,4.0,86.0,2.0,72.09,7.33,30.0,113.0,417.0,11.0,56.0
2,1.0,4.0,26.0,2.0,71.97,7.28,45.0,128.0,439.0,16.0,19.0
2,1.0,4.0,4.0,2.0,78.1,6.55,60.0,144.0,439.0,14.0,20.0
3,1.0,1.0,135.0,3.0,74.26,11.5,60.0,127.0,190.0,16.0,312.0
3,1.0,3.0,210.0,3.0,71.39,8.64,30.0,0.0,209.0,56.0,188.0
3,1.0,3.0,213.0,3.0,97.3,13.17,45.0,142.0,209.0,50.0,224.0
3,1.0,3.0,202.0,3.0,84.09,10.78,45.0,222.0,209.0,59.0,102.0
3,1.0,3.0,203.0,3.0,78.34,8.71,30.0,222.0,311.0,56.0,110.0
3,1.0,4.0,182.0,3.0,90.9,8.49,30.0,251.0,0.0,33.0,132.0
3,1.0,4.0,178.0,3.0,84.25,7.97,30.0,167.0,129.0,49.0,139.0
3,1.0,4.0,207.0,3.0,96.75,9.73,60.0,216.0,129.0,32.0,218.0
3,1.0,4.0,188.0,3.0,96.9,11.86,60.0,167.0,268.0,27.0,120.0
3,1.0,4.0,140.0,3.0,100.71,11.9,30.0,274.0,132.0,12.0,326.0
3,1.0,4.0,124.0,3.0,97.99,9.51,30.0,194.0,268.0,11.0,210.0
4,1.0,1.0,224.0,2.0,85.32,10.21,45.0,0.0,0.0,46.0,330.0
4,1.0,1.0,280.0,2.0,77.77,13.0,45.0,46.0,0.0,174.0,311.0
4,1.0,1.0,120.0,2.0,99.08,11.97,45.0,220.0,0.0,14.0,276.0
4,1.0,1.0,128.0,2.0,98.95,10.4,60.0,234.0,0.0,16.0,261.0
4,1.0,1.0,121.0,2.0,99.29,10.43,60.0,250.0,0.0,13.0,256.0
4,1.0,1.0,90.0,2.0,84.72,7.51,45.0,263.0,0.0,7.0,135.0
4,1.0,2.0,267.0,2.0,77.81,11.0,60.0,0.0,0.0,124.0,297.0
5,1.0,1.0,226.0,1.0,80.46,11.52,60.0,0.0,0.0,51.0,407.0
5,1.0,1.0,273.0,1.0,72.64,14.69,30.0,51.0,0.0,142.0,375.0
5,1.0,1.0,231.0,1.0,71.02,6.94,30.0,193.0,0.0,88.0,112.0
5,1.0,1.0,246.0,1.0,95.98,9.7,60.0,51.0,375.0,105.0,99.0
5,1.0,1.0,186.0,1.0,84.38,8.13,60.0,193.0,112.0,50.0,149.0
5,1.0,1.0,198.0,1.0,90.37,8.72,45.0,193.0,261.0,57.0,128.0
5,1.0,1.0,237.0,1.0,89.57,11.38,60.0,193.0,389.0,61.0,102.0
5,1.0,1.0,112.0,1.0,97.75,9.02,30.0,243.0,112.0,18.0,116.0
5,1.0,1.0,153.0,1.0,83.82,7.43,60.0,0.0,407.0,40.0,54.0
5,1.0,1.0,113.0,1.0,85.65,8.91,45.0,261.0,112.0,17.0,83.0
5,1.0,1.0,102.0,1.0,72.63,6.09,60.0,261.0,195.0,20.0,74.0
5,1.0,1.0,176.0,1.0,97.02,8.7,30.0,261.0,269.0,23.0,56.0
5,1.0,1.0,123.0,1.0,73.98,10.17,45.0,281.0,0.0,5.0,258.0
5,1.0,1.0,115.0,1.0,78.96,8.09,60.0,261.0,325.0,16.0,60.0
5,1.0,1.0,114.0,1.0,92.33,8.23,30.0,156.0,375.0,19.0,76.0
5,1.0,1.0,111.0,1.0,91.42,10.95,45.0,175.0,375.0,18.0,63.0
5,1.0,1.0,66.0,1.0,72.41,5.95,30.0,261.0,385.0,18.0,58.0
5,1.0,1.0,96.0,1.0,91.59,9.54,60.0,250.0,261.0,9.0,88.0
5,1.0,1.0,68.0,1.0,72.48,7.33,30.0,175.0,438.0,15.0,47.0
5,1.0,2.0,277.0,1.0,83.32,18.33,30.0,0.0,0.0,278.0,267.0
5,1.0,2.0,192.0,1.0,71.42,9.65,30.0,0.0,267.0,57.0,135.0
5,1.0,2.0,189.0,1.0,90.52,8.84,60.0,57.0,267.0,54.0,150.0
5,1.0,2.0,179.0,1.0,72.07,9.79,45.0,111.0,267.0,60.0,147.0
5,1.0,2.0,211.0,1.0,90.6,9.53,45.0,171.0,267.0,51.0,214.0
5,1.0,2.0,183.0,1.0,83.54,10.8,45.0,222.0,267.0,58.0,116.0
5,1.0,2.0,234.0,1.0,83.85,7.71,45.0,222.0,383.0,65.0,67.0
5,1.0,2.0,154.0,1.0,90.48,10.96,60.0,0.0,402.0,42.0,50.0
5,1.0,2.0,127.0,1.0,74.39,7.29,45.0,278.0,0.0,9.0,214.0
5,1.0,3.0,257.0,1.0,83.53,10.54,60.0,0.0,0.0,110.0,260.0
5,1.0,3.0,268.0,1.0,83.84,9.43,60.0,110.0,0.0,66.0,296.0
5,1.0,3.0,228.0,1.0,83.15,10.75,60.0,110.0,296.0,148.0,132.0
5,1.0,3.0,263.0,1.0,71.5,11.51,30.0,176.0,0.0,90.0,250.0
5,1.0,3.0,219.0,1.0,73.17,8.97,45.0,266.0,0.0,21.0,441.0
5,1.0,3.0,129.0,1.0,74.04,7.3,45.0,0.0,260.0,16.0,228.0
5,1.0,3.0,109.0,1.0,72.19,7.56,60.0,16.0,260.0,8.0,142.0
5,1.0,4.0,254.0,1.0,71.09,10.46,60.0,0.0,0.0,114.0,243.0
6,1.0,1.0,245.0,3.0,70.94,7.96,45.0,0.0,0.0,138.0,142.0
6,1.0,1.0,137.0,3.0,87.83,13.86,30.0,138.0,0.0,15.0,462.0
6,1.0,1.0,235.0,3.0,71.72,6.9,60.0,153.0,0.0,101.0,91.0
6,1.0,1.0,136.0,3.0,99.52,11.5,60.0,254.0,0.0,6.0,397.0
6,1.0,1.0,119.0,3.0,93.51,9.94,45.0,260.0,0.0,18.0,249.0
6,1.0,1.0,206.0,3.0,84.08,8.85,30.0,153.0,91.0,37.0,283.0
6,1.0,1.0,133.0,3.0,91.35,9.36,60.0,278.0,0.0,8.0,300.0
6,1.0,1.0,139.0,3.0,92.95,13.92,45.0,190.0,91.0,6.0,409.0
6,1.0,1.0,122.0,3.0,79.34,9.26,60.0,196.0,91.0,12.0,246.0
6,1.0,1.0,138.0,3.0,88.43,12.61,30.0,208.0,91.0,11.0,376.0
6,1.0,1.0,158.0,3.0,71.23,8.98,60.0,0.0,142.0,51.0,54.0
6,1.0,1.0,252.0,3.0,71.65,10.38,60.0,0.0,196.0,130.0,201.0
6,1.0,1.0,221.0,3.0,72.4,10.41,60.0,219.0,91.0,33.0,403.0
6,1.0,1.0,240.0,3.0,71.37,7.1,60.0,0.0,397.0,115.0,98.0
6,1.0,1.0,130.0,3.0,99.06,10.12,30.0,260.0,249.0,17.0,203.0
6,1.0,1.0,201.0,3.0,90.7,8.29,45.0,153.0,374.0,36.0,90.0
6,1.0,1.0,152.0,3.0,84.12,7.51,30.0,51.0,142.0,59.0,45.0
6,1.0,1.0,132.0,3.0,98.64,11.19,45.0,130.0,196.0,8.0,204.0
6,1.0,1.0,93.0,3.0,72.06,7.55,30.0,196.0,337.0,11.0,139.0
6,1.0,1.0,145.0,3.0,90.92,9.44,45.0,110.0,142.0,25.0,52.0
6,1.0,1.0,64.0,3.0,72.36,5.95,60.0,260.0,452.0,20.0,52.0
6,1.0,1.0,108.0,3.0,85.77,10.22,30.0,115.0,397.0,13.0,66.0
6,1.0,1.0,98.0,3.0,90.48,10.92,45.0,278.0,300.0,6.0,130.0
6,1.0,1.0,89.0,3.0,85.44,7.37,60.0,130.0,400.0,7.0,104.0
6,1.0,1.0,95.0,3.0,79.85,8.18,60.0,254.0,397.0,6.0,94.0
6,1.0,1.0,80.0,3.0,96.93,11.47,60.0,153.0,464.0,19.0,29.0
6,1.0,1.0,57.0,3.0,96.92,11.46,45.0,138.0,462.0,13.0,36.0
6,1.0,1.0,31.0,3.0,78.08,9.39,45.0,172.0,464.0,18.0,19.0
6,1.0,1.0,79.0,3.0,96.93,10.01,60.0,280.0,452.0,7.0,48.0
6,1.0,1.0,32.0,3.0,78.33,7.97,30.0,196.0,476.0,17.0,19.0
6,1.0,1.0,16.0,3.0,84.23,7.24,45.0,172.0,483.0,16.0,20.0
6,1.0,1.0,43.0,3.0,78.15,7.95,60.0,115.0,463.0,11.0,16.0
6,1.0,1.0,37.0,3.0,97.3,10.01,30.0,115.0,479.0,12.0,14.0
6,1.0,1.0,30.0,3.0,72.64,5.84,60.0,278.0,430.0,7.0,19.0
6,1.0,1.0,34.0,3.0,96.86,8.58,30.0,51.0,187.0,14.0,9.0
6,1.0,1.0,15.0,3.0,97.31,8.58,45.0,213.0,476.0,6.0,15.0
6,1.0,1.0,38.0,3.0,84.37,8.63,60.0,65.0,187.0,8.0,8.0
6,1.0,2.0,141.0,3.0,73.52,9.85,60.0,0.0,0.0,13.0,483.0
6,1.0,2.0,282.0,3.0,84.76,20.64,30.0,13.0,0.0,198.0,469.0
6,1.0,2.0,271.0,3.0,71.2,11.8,30.0,211.0,0.0,77.0,465.0
6,1.0,2.0,167.0,3.0,90.15,10.95,45.0,211.0,465.0,54.0,35.0
6,1.0,2.0,28.0,3.0,90.95,7.91,60.0,265.0,465.0,16.0,17.0
6,1.0,2.0,5.0,3.0,90.94,7.91,30.0,13.0,469.0,19.0,13.0
6,1.0,2.0,18.0,3.0,78.2,6.54,45.0,32.0,469.0,16.0,14.0
6,1.0,2.0,23.0,3.0,71.87,7.28,45.0,48.0,469.0,20.0,11.0
6,1.0,2.0,3.0,3.0,84.9,8.63,30.0,281.0,465.0,7.0,16.0
6,1.0,3.0,278.0,3.0,77.19,15.6,45.0,0.0,0.0,268.0,209.0
6,1.0,3.0,260.0,3.0,84.08,10.52,60.0,0.0,209.0,143.0,190.0
6,1.0,3.0,253.0,3.0,71.81,10.35,30.0,143.0,209.0,127.0,195.0
6,1.0,3.0,248.0,3.0,70.94,9.65,45.0,0.0,399.0,112.0,78.0
6,1.0,3.0,233.0,3.0,77.59,8.73,60.0,143.0,404.0,75.0,97.0
6,1.0,3.0,195.0,3.0,96.69,9.1,45.0,218.0,404.0,58.0,74.0
6,1.0,3.0,181.0,3.0,72.15,6.09,45.0,112.0,399.0,27.0,84.0
6,1.0,3.0,71.0,3.0,71.74,8.8,45.0,268.0,0.0,20.0,58.0
6,1.0,3.0,67.0,3.0,78.63,8.04,45.0,268.0,58.0,20.0,47.0
6,1.0,3.0,87.0,3.0,79.02,8.09,45.0,268.0,105.0,13.0,64.0
6,1.0,3.0,77.0,3.0,96.91,8.65,45.0,270.0,209.0,13.0,56.0
6,1.0,3.0,99.0,3.0,72.94,5.95,60.0,281.0,105.0,7.0,86.0
6,1.0,3.0,69.0,3.0,96.73,10.03,30.0,270.0,265.0,8.0,53.0
6,1.0,3.0,117.0,3.0,79.72,7.61,60.0,278.0,265.0,9.0,227.0
6,1.0,4.0,220.0,3.0,86.91,12.95,45.0,0.0,0.0,57.0,433.0
6,1.0,4.0,276.0,3.0,83.61,9.59,60.0,57.0,0.0,123.0,176.0
6,1.0,4.0,222.0,3.0,92.81,12.86,60.0,180.0,0.0,47.0,439.0
6,1.0,4.0,223.0,3.0,98.79,14.91,45.0,227.0,0.0,38.0,477.0
6,1.0,4.0,241.0,3.0,84.04,11.46,60.0,57.0,176.0,86.0,148.0
6,1.0,4.0,247.0,3.0,77.11,9.09,30.0,57.0,324.0,84.0,129.0
6,1.0,4.0,209.0,3.0,96.83,11.64,45.0,143.0,176.0,30.0,277.0
6,1.0,4.0,218.0,3.0,98.59,12.81,45.0,265.0,0.0,23.0,361.0
6,1.0,4.0,190.0,3.0,96.42,11.69,60.0,0.0,433.0,40.0,61.0
6,1.0,4.0,165.0,3.0,96.68,10.27,30.0,57.0,453.0,53.0,45.0
6,1.0,4.0,171.0,3.0,78.03,8.19,45.0,180.0,439.0,47.0,50.0
6,1.0,4.0,116.0,3.0,92.85,12.5,30.0,173.0,176.0,6.0,270.0
