job_id,assigned_oven,start_time,end_time,m_j,c_j
1,1,18.809999999998254,116.16999999999825,0.0,0.0
2,1,131.1699999997598,229.7899999997598,0.0,0.0
3,1,244.79000000000002,345.5,0.0,0.0
5,2,18.330000000001746,116.08000000000175,0.0,0.0
4,2,131.07999999970025,230.36999999970027,0.0,0.0
6,2,245.36999999956078,344.88999999956076,0.0,0.0
