job_id,assigned_oven,start_time,end_time,penalty_cost
2,1,15.6,115.11999999999999,0.0
1,1,130.119999999006,229.409999999006,0.0
5,1,229.40999999893694,328.4899999989369,0.0
3,2,15.85,114.47,0.0
6,2,114.46999999980437,215.17999999980435,0.0
4,2,230.17999999945948,326.85,0.0
