job_id,assigned_oven,start_time,end_time,penalty_cost
4,1,15.0,114.29,0.0
2,1,114.29,212.91000000000003,0.0
3,1,227.91000000000003,328.62,0.0
5,2,18.990000000000023,116.74000000000002,0.0
1,2,116.74000000000002,214.1,0.0
6,2,229.1,328.62,0.0
